,textID,text,selected_text,sentiment
15723,ff93ee36c1,_lpz yeah text me!!! i wnat to go!!!!! but my car is broken!!,broken!!,negative
15724,98766aff88, haha drunk golf sounds *awesome*!! i predict a great score for today,haha drunk golf sounds *awesome*!! i predict a great score for today,positive
15725,5dbc93158f," This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",eliminated,negative
15726,a0aa9b6327, totally! I`ve been waitin for somethin new and thought provoking at mj.name,thought provoking,positive
15727,2ba8303efd,    Ive been dying for those!! They just so expensive in little sizes.,Ive been dying for those!! They just so expensive in little sizes,neutral
15728,f971cced66,babysitting my hubby cam cam,babysitting my hubby cam cam,neutral
15729,fa70167df0,always excited for a new chapter in my life. just didnt expect it to be so emotional.,so emotional.,negative
15730,773e4598e3,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning","Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive
15731,90906ca8f8,"Great, just great. #Cookoutofthecentury and my wife`s tummy hurts. Just. Great.",wife`s tummy hurts. Just. Great.,negative
15732,b9e11319ac," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",good,positive
15733,65fe51f236, No.  Just sitting around sculpting tiny koi.,No.  Just sitting around sculpting tiny koi.,neutral
15734,a3d38efebb,Finally. Deleted her number from my phone contacts  #heartbreak,#heartbreak,negative
15735,9a4a3a736f,going to london,going to london,neutral
15736,0f06b2d65d,"Gorgeous weather, but no bike",Gorgeous,positive
15737,0c0db23c30,The toaster oven was my fault. Now I`m going to look like an idiot in front of my father.,my fault. Now I`m going to look like an idiot in front of my father.,negative
15738,a67f0593b2,Trying to get this swimmer`s ear to go away!!,Trying to get this swimmer`s ear to go away!!,neutral
15739,edab4770df,"Shooould be sleeping already, but got caught up watching some late night `Roseanne`. Officially off to bed after the next episode!",caught up,negative
15740,572bcf10dd,life is so good. and it will much greater on Thursday at 5pm!,good.,positive
15741,ded8d4b2ba, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit thoug,neutral
15742,9b54ebbb51," Oh, no need to stop. I could use the ego boost.","Oh, no need to stop. I could use the ego boost.",neutral
15743,5fb7fcb12e, - mostley yellow and green,- mostley yellow and green,neutral
15744,51232b20f9, I know its a Block Party but would love to hear a DH original if you get a chance,love,positive
15745,c2e9416b4b, pleeeeeease pleeeease make me a dj drop,pleeeease,positive
15746,26a8f489ae,I keep on falling asleep when I`m suppose to be awake. I miss my babyy..,miss,negative
15747,3b92a4462d,Still up playin rock band woot woot,Still up playin rock band woot woot,neutral
15748,a636a4303e,Hence the smiley face.  ha ha ha ha. Lol yeah i`m hong to be tired as **** tomorrow. But guess what i do not care.,Hence the smiley face.  ha ha ha ha. Lol yeah i`m hong to be tired as **** tomorrow. But guess what i do not care.,neutral
15749,3886cb424b,Back home  Had a great time!,great,positive
15750,9aa7e0e0ef,it was a hard weekend. too much alcohol on these **** 'weinfest',hard weekend.,negative
15751,719bfbc33f, can you please have a short stakc competition,can you please have a short stakc competition,neutral
15752,4c4a69446b,"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking","ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",negative
15753,eda6470152,_WOCKEEZ i wish i can go. But i`m not in US,i wish i can go. But i`m not in US,neutral
15754,55c696d5c2,"#SanctuarySunday  yay for #Sanctuary, I may watch Requiem after breakfast!","#SanctuarySunday  yay for #Sanctuary, I may watch Requiem after breakfast!",neutral
15755,0caf123d10, How long before the Frisbee Golfer 'accidentally' catches one in the back of the head from his friend,'accidentally',negative
15756,16e157090d, Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,great,positive
15757,c80e78cc0d,I know I have lots of emails to answer! I will be home tomorrow,I know I have lots of emails to answer! I will be home tomorrow,neutral
15758,e815bf4c68,"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more","I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more",neutral
15759,771f2b4a78, i agree with you!,i agree with you!,positive
15760,1d6ce5874b,Weather is back to being great! Shame I have to wait in for my delivery,Weather is back to being great! Shame I have to wait in for my delivery,neutral
15761,bf14eded16,Ahhhhh now If You Go Away  by  is on  YAY my other fav song of theirs,er fav song,positive
15762,65de3ec922,"uff - hard to get going today, up half the night with 6 year old son","uff - hard to get going today, up half the night with 6 year old son",neutral
15763,dcb61277f8,Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM,favorite,positive
15764,935b536274, idiot family and how I have been feeling just don`t mix amongst other stuff,idiot,negative
15765,9e28641865,Its so sad,Its so sad,negative
15766,77a381c1ca,Baby just left  gonna get ready (again) and I`m leavin`  Chilis = Full -_-,Baby just left  gonna get ready (again) and I`m leavin`  Chilis = Full -_-,neutral
15767,fdb2b235a2,"Dayum, tweets r coming fast, so likely missing a lot.    Plz DM, k?  Oh, is _stewart 4 real?",missing,negative
15768,204272b2cf,is thinking so much and i`m at work,is thinking so much and i`m at work,neutral
15769,249b077312,"dinner smells good...man i`m hungry. so sunny outside, wish i was at wonderland",dinner smells good..,positive
15770,6db41e0f56,sooo reluctant to study for finals right now.... but i have to,sooo reluctant to study for finals right now.... but i have to,neutral
15771,05399481c4, why you never answer me..  wath i say to you,why you never answer me.,negative
15772,31b5411749,Rewarding myself with dinner at American Dream pizza on the rooftop terrace. Perfection  got 7 pages done on the prospectus!!,Perfection  got 7 pages done,positive
15773,4348e8a63d,Good morning everyone  It`s a nice day #iloveitwhen the sun is shining. And now I`m going to write some stuff,It`s a nice day,positive
15774,ba487ebfd8,thinks Coast Capital sent her work number to telemarketers,thinks Coast Capital sent her work number to telemarketers,neutral
15775,1364ae6d82,I`m thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone....  FML moment!!,Brand New bo,positive
15776,0d016be9e5,  yess... it`s awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!,s awesomee,positive
15777,ae9070f59e,_shields06 good job!  I wish i worked in a zoo,good job!,positive
15778,737ce34a4f, yeeeeeessss I can`t wait! Too bad I can`t drink,Too bad,negative
15779,59bb32640c,? ALREADY FINISHED CHATTING . HAHA ..  ?,? ALREADY FINISHED CHATTING . HAHA ..  ?,neutral
15780,8be76ea31e,"Jamie @ Sean Cody, up for some angry ****?: Jamie @ Sean Cody, I wouldn`t piss this one off  Hey there Guys, Do.. http://tinyurl.com/ddyyd6","amie @ Sean Cody, up for some angry ****?: Jamie @ Sean Cody, I wouldn`t piss this one off  Hey there Guys, Do.. http://tinyurl.com/ddyyd6",neutral
15781,e5ff017999," Hi Mel, if you feel unhappy just take a bit of fries but don`t overdo.  If can help it don`t",unhappy,negative
15782,f4e22f0cb1,Internet is getting **** slow today..,**** slow,negative
15783,cdc5ae92cd,3 hours  oh my. Is it shorts weather do you know. I`d do my usual hanging out my window but the neighbours are out.,3 hours  oh my. Is it shorts weather do you know. I`d do my usual hanging out my window but the neighbours are out.,neutral
15784,28679e5741, Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!,It works ok,positive
15785,0d9d220da3,  YOU`RE FAKING IT! Hahaha...I kid.,E FAKING,negative
15786,34c32eea64, just tried DMing you but it tried to download some strange file so stopped!  How come no gmail MaccyM?  Missing you  SADS!!,?  Missing you  SADS,negative
15787,5f02705455, My kids count down the days till Saturday. I hope it`s something they remember all of their lives!,hope,positive
15788,d97e9512a8,wants to welcome : back to Plurk again!  http://plurk.com/p/rp5po,wants to welcome,positive
15789,4f701e1146,yummy yummy ice creammm  i hate heels &whoever made this pair.,yummy yummy ice creammm  i hate heels &whoever made this pair.,neutral
15790,c55403f83d, hahahha but days off are cool when nothings open  its like isolated and haha cool,d haha cool,positive
15791,9211399c2c, well she likes it so i call it a SUCCESS,she likes it,positive
15792,bf85b81c19, Im so very sad that i am at work today and cant win tickets,sad,negative
15793,0ce1fcd7ca,"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",awesomeness,positive
15794,c60274f39d,"just finished the exam. I did ok, I guess.","just finished the exam. I did ok, I guess.",neutral
15795,f7093d65cd,mad traffic,mad traffic,negative
15796,c9fb6489b0,_GiiGgl3z lmao ight im dun wit the faces lmao id rather see urs tho  lol,lmao ight im dun wit the faces lmao id rather see urs tho  lol,neutral
15797,4ab54caf6d,omg... i want full JB- hey baby song,omg... i want full JB- hey baby song,neutral
15798,6894d74df5, I can`t get it to load for me.,I can`t,negative
15799,649811c09c,Well done doing blood work..its hot out again,Well done doing blood work..its hot out again,neutral
15800,b4fe958cf1,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,neutral
15801,923272ff70," but its pretty at least, I think I need to catch some sleep soon though","pretty at least,",positive
15802,67a0229e96, I just re-skinned. Still figuring why tweetsuite isn`t updating,I just re-skinned. Still figuring why tweetsuite isn`t updating,neutral
15803,5b2f2b2f08,"...living in my studio, sounds very important ;) oh Mildura is totally boring!! Mhhh...whatever!  byeeee",boring!!,negative
15804,d83c82ae30,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto,neutral
15805,afa5d3f6e1," Unfortunately, that`s how it usually goes.  In answer to yesterday...I`m okay. Things may be looking up. Miss talking to you.","Unfortunately,",negative
15806,60fc1a3c9a, its taking forever to upload,its taking forever to upload,negative
15807,c766e1cdf5,Its raning!!! -_- really bad,really bad,negative
15808,efb9d9a023,hehe tweet time... bastos talaga chux,hehe tweet time... bastos talaga chux,neutral
15809,f1e46f59e6,Damm it! I didn`t get a pic of niamh with her 3D glasses on,Damm it! I didn`t get a pic of niamh with her 3D glasses on,neutral
15810,15a8644c9a,Lovely morning to cycle to work but met with a 29 degree office,Lovely morning to cycle to work but met with a 29 degree office,positive
15811,8614d7d293,just cried all the way through the final episode of ER... and the `previously on ER` documentary about it!,cried,negative
15812,bd5cbd3bc7,Changing my online nickname to mtaby (which will hopefully be my uniqname as well)...hope the change goes by well (domain is available  ),Changing my online nickname to mtaby (which will hopefully be my uniqname as well)...hope the change goes by well (domain is available  ),neutral
15813,e4d117f7b2,Wants somebody to cheer her up,Wants somebody to cheer her up,positive
15814,4d1703aef5,"just paid $221/mo for a dedicated server . Would rather get a slice , but I using MS SQL","just paid $221/mo for a dedicated server . Would rather get a slice , but I using MS SQL",neutral
15815,2b6a838592,looking for models for beauty shoot THIS THURSDAY in the Valley studio  contact me if interested!,looking for models for beauty shoot THIS THURSDAY in the Valley studio  contact me if interested!,neutral
15816,1e04396250, WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,THAT`S NOT FAIR,negative
15817,dfc96c7824,is going to work an amazing charity event for big brothers big sisters. i don`t mind working if its for a good cause,amazing,positive
15818,1a91941dcf, LOL too bad he`s taken!!!!!!!,bad,negative
15819,5dde6d4b94," I need to check your TOS, Loic. Are you allowed to sleep? I don`t remember any mention of sleep there...","need to check your TOS, Loic. Are you allowed to sleep? I don`t remember any mention of sleep there...",neutral
15820,69c83e3a3d,"Have to wait till Friday to pick up my Visa for China- not as expedited as I would have hoped, but at it`s done   #geeksonaplane","Have to wait till Friday to pick up my Visa for China- not as expedited as I would have hoped, but at it`s done   #geeksonaplane",neutral
15821,b5d8daa384, awesome! maybe someday I`ll find a book of yours on the bestsellers list? lol,awesome!,positive
15822,94e5e93426, meh! You should try the one on commercial drive with all the cats,meh!,negative
15823,84f52c77ec,  Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother`s Day gift.,Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother`s Day gift.,positive
15824,aa1fe2d4b1,_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,neutral
15825,81257bd2e7,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,neutral
15826,1a718dd6d7,Happy Mothers day to all you Mums out there,Happy Mothers day to all you Mums out there,positive
15827,fd5206d27f,Daughter has a 45 min orthodontist appt and I forgot my ebook reader,Daughter has a 45 min orthodontist appt and I forgot my ebook reader,neutral
15828,7d6f28f6f2, understandable. yah i leave on monday! I`ll be gone when you`re in chi,understandable.,positive
15829,983929d746, Nice yo!!! Live it for me buddy!,Nice yo!,positive
15830,7d0fd7aedb,Happy Mother`s Day to all the Mommiessss,Happy,positive
15831,c35855aee6," - I only get bubble tea during the cambodian new year - only once a year  & when i do, i stand in line for over 10-15 min.","- I only get bubble tea during the cambodian new year - only once a year  & when i do, i stand in line for over 10-15 min.",neutral
15832,8037a6198b,"my laptop broke, who wants to help a girl out and take me to best buy this weekend. please ill feed u.",best,positive
15833,3267d28b9f,who watched X-men origins: wolverine? i totally loved it! haha,i totally loved it!,positive
15834,958c0d99f8,June gloom is upon us.,June gloom is upon us.,neutral
15835,6d45185f1d," Happy anniversary to you and ! Hoping for many, many more. All the best from all of us",Happy anniversary to you,positive
15836,9da55a0ae3,hates not being able to see his monitor. I have about 25 minutes before the sun is not blinding me,hates,negative
15837,31dc231548, the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already,I may die between now and them without phone,negative
15838,515fa62d96, woOt!,woOt!,neutral
15839,23da1e2ccd," Sorry to hear that.  If I didn`t already so much planned this weekend, I`d have considered going too.",Sorry to hear that.,negative
15840,77b69bf445,blastinggg music.,blastinggg music.,neutral
15841,495f2dcb42,  why?,why?,neutral
15842,cdd03b40cf, not funny he profiled my ****. Like wtf? I`m still kinda heated. Ugh,heated.,negative
15843,906635cd3e,"_n_nouns ikr? my parents take the cake tho, they don`t grocery shop and they go out to eat all the time just them 2...","_n_nouns ikr? my parents take the cake tho, they don`t grocery shop and they go out to eat all the time just them 2...",neutral
15844,b7cc64e34d," - I`m really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad.",bad.,negative
15845,66cc28c136," i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go","i`m sorry! lol i have never had, like, actual time to spend there unfortunately. everything`s always been INSANE when i go",negative
15846,0e37a34487, public bathrooms,public bathrooms,neutral
15847,5f254138d8,  _c    Thank you for the FFs my friends!,c    Thank,positive
15848,7fb9541731, awww! thats sweet TTT!  Im sure she will love it! your a good son!,awww! thats sweet,positive
15849,7bdaffe93a, YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha  it`ll be bangin! We gotta hang out chick,haha,positive
15850,387da003ee, Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,Fail.,negative
15851,e3bc239f68,Ushers: You guys made Mother`s Day really awesome today! Thanks for coming in early to prep the surprise gifts for all our moms!!,You guys made Mother`s Day really awesome today! Thanks for coming in early to prep the surprise gifts for all our moms!!,positive
15852,a10784de8d,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,neutral
15853,18c6d2a4b3,Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,Problem,negative
15854,58f17c0b4e, the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.,neutral
15855,4cb43b7fa8,now cassidy is butcking that i am **** lol cant ever win,i am **** lol cant ever win,neutral
15856,7534554b90, Is there going to Sausage on it  yum yum,yum yum,positive
15857,4162268ee0,_Lia  Are the drugs working?,Are the drugs working?,neutral
15858,fe273e31bd,rec game....trying not to cry...the pain is to much..i need him...can`t lose him </3...my heart is breakingg,breakingg,negative
15859,12a57b8399,_avenue Love your website! Wish I lived closer to sample the cupcakey treats,Love your website!,positive
15860,bf8d802015, good luck tomorrow,good luck tomorrow,positive
15861,ed08904d99,http://twitpic.com/67hvr - This picture is from last year freshman year how I miss thos days,miss,negative
15862,82909280ea,Battery is going to die!,Battery is going to die!,neutral
15863,07c89f6dd7,So... Inconclusive. There`s still a chance i`ll need surgery. I see the doctor again in 3 weeks for more x-rays.,So... Inconclusive. There`s still a chance i`ll need surgery. I see the doctor again in 3 weeks for more x-rays.,neutral
15864,a1c98d0bb2,"In bed now  tonight has been really really funny, best family ever !","funny,",positive
15865,e67cdd33dd," Excellent, he will never know, lmao.","Excellent, he will never know, lmao.",positive
15866,449ced9524,_Mean WHERE?,_Mean WHERE?,neutral
15867,893f975477,"in case you missed it on my fb status: looking for maui hotel recommendations. yes, maui!",missed,negative
15868,7a1a901799,  you may have to email the tech support ppl. that`s odd.,you may have to email the tech support ppl. that`s odd.,negative
15869,f604529b4e,is very shocked and feeling sick... but happy all the same,is very shocked and feeling sick... but happy all the same,neutral
15870,2d0c9efdb2,In Seattle Washington....im SOOOOO hungry&i miss alaska,im SOOOOO hungry&i miss alaska,negative
15871,465333b6c1, I can remember those Evidence Based Management lectures...definitely the best of EBM,..definitely the best of EBM,positive
15872,b9f8e3b582," love you tooooo  Duuude,i need to make myself a shirt that says something cool! what should it say?",love you tooooo,positive
15873,77124bb86e, people r weird,people r weird,negative
15874,cd4eca9f51,is busy creating a new logo for my  site,is busy creating a new logo for my  site,neutral
15875,01a820738e,The first officially beautiful day of the year and I`m stuck inside the office    A Magners and BBQ will make up for it!,The first officially beautiful day of the year and I`m stuck inside the office    A Magners and BBQ will make up for it!,neutral
15876,fe1af7baaf,I`m at home recovering from major liver surgery.  In alot of pain.,In alot of pain.,negative
15877,d63f06e758, Thats Not a Golf Buggy LOL it`s a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,Thats Not a Golf Buggy LOL it`s a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,neutral
15878,fc1ffc97f3,_E  It`s an honour being your friend!!!! http://bit.ly/LhgZ2,honour,positive
15879,8bb6f01eef," nope  i wasn`t home went it was on but i will soon,","nope  i wasn`t home went it was on but i will soon,",neutral
15880,8fa088ffd9, mother is hogging the TV,mother is hogging the TV,negative
15881,8899cf769d, I hate snood. lol. sorrry  i dont know how people play it!,sorrry,negative
15882,1073a78fc9," it was a crazy time, nothing to be ashamed of that you were timid. you were osocute in your bashfulness","it was a crazy time, nothing to be ashamed of that you were timid. you were osocute in your bashfulness",neutral
15883,0ef4f0a435," Good luck whit the show tonite man, ill be watching",Good luck whit the show,positive
15884,40f2ad40c9,okay fine. i`ll start studying NOW. bye twitter world,okay fine. i`ll start studying NOW. bye twitter world,neutral
15885,ac4888feb0,oh how i love texting my drunk friends  hahahaha,love,positive
15886,24aa7fbe19," Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post","Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post",neutral
15887,756742fe33, hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,hey is there a way u can make a somatic theme for leopard? some themes have installers already that are shapeshifter independent,neutral
15888,e85983ff1f,_storm lucky! I`m still working for another 4 hours!,lucky!,positive
15889,012a7d6c25,"I miss my doggy,my hammy,my turtle && my fishes","I miss my doggy,my hammy,my turtle && my fishes",negative
15890,cb4def6f03, good to know PLN`s Earthday doesn`t only happen in my neck of the woods,good to know,positive
15891,1d307f77e7,Happy Mother`s Day to all the mommies,Happy,positive
15892,7547562045,"Just got back in, and I`m absolutely exhausted, have to be up in 5 hours for work","I`m absolutely exhausted,",negative
15893,8cf5cdda0f,_iain well my team couldn`t,_iain well my team couldn`t,neutral
15894,8c14f90e5c,is off to RENT soon  Hope I can get home tonight though with all the train problems :s ...,problems,negative
15895,f1c7487a81,Can`t play World in Conflict because the computer is running too slow,too slow,negative
15896,7a0d369b7c, blimey! You`re still suffering?!!,blimey!,negative
15897,13612321de, Did you know its Star Wars Day today... May the 4th be with you!,Did you know its Star Wars Day today... May the 4th be with you!,neutral
15898,871ffbbb96,yea i`m gonna need to put the blunt down,blunt,negative
15899,13e48c31dc,is tired but happy the orphanage was wow.. and babysitting was really fun,is tired but happy the orphanage was wow.. and babysitting was really fun,neutral
15900,e624e29966,alone @ home... nice  very nice!!,nice  very nice!!,positive
15901,12dfb471e5,"i want to go out tonight, but i ain`t go no money and no one to go with   any takers???",but i ain`t go no money,negative
15902,a3ce219384,"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier","is eating lunch at Sushi Tei, Sency yum! met Ghina earlier",neutral
15903,20e3c35f68,can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz,can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz,neutral
15904,9f9c4c871c,I`m enjoying this Sunday very much. No parents. No revision. Just like any other Sunday,enjoying,positive
15905,740b8a0acf," oh! Yeah,your mom told be about that.  I thought you meant his twitter ID & I was very confused. That sucks. Sick.",t sucks,negative
15906,1b614d0950,"Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place","Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place",negative
15907,a9731befa2,i feel really blessed to have super awesome best friends,blessed,positive
15908,83b682ba42," dude, i pestered army personnel at Mumbai airport to let me hold it so much that they had to *request* me to leave","dude, i pestered army personnel at Mumbai airport to let me hold it so much that they had to *request* me to leave",neutral
15909,66bae362ff,Phone went in the toilet   The truth is I`m surprised is hasn`t happen sooner!,Phone went in the toilet   The truth is I`m surprised is hasn`t happen sooner!,neutral
15910,924bbea9a5,"Wondering why I`m awake at 7am,writing a new song,plotting my evil secret plots muahahaha...oh **** it,not secret anymore","Wondering why I`m awake at 7am,writing a new song,plotting my evil secret plots muahahaha...oh **** it,not secret anymore",neutral
15911,67c96d9aed,Is definitely working sunday afternoon to late evening,Is definitely working sunday afternoon to late evening,neutral
15912,f4fd3d0d5b,had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.,had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.,neutral
15913,2cd2d6ef5b,"Plan for this evening: dinner, shopping for dress shirts, watching Up, going to bed. Plan for Saturday: Funeral for a friend...","Plan for this evening: dinner, shopping for dress shirts, watching Up, going to bed. Plan for Saturday: Funeral for a friend...",neutral
15914,73b56f64cb," called about it, no answer shall try again tomorrow","called about it, no answer shall try again tomorrow",neutral
15915,d5bf6a4b18,My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,neutral
15916,ccc76de223, supposed to be visiting Austin Sun-Thurs..but not feeling well since vaca.  Would`ve said hello for sure!,not feeling well,negative
15917,0c0b35202c,with thee ladies getting retarded,retarded,negative
15918,e2ce158b15,My best friend is coming!excited,excited,positive
15919,6e01f270bd,"AP gov exam. Haven`t looked at this stuff in months. What`s that? I`m a total legal nerd and know these cases like none other? Oh, yeah.","AP gov exam. Haven`t looked at this stuff in months. What`s that? I`m a total legal nerd and know these cases like none other? Oh, yeah.",neutral
15920,6ad3e3d53b," thanks, u 2!!! Idk if Im going or not... I don`t feel like getting all dress up and doing my hair!!!  LOL","thanks, u 2!!! Idk if Im going or not... I don`t feel like getting all dress up and doing my hair!!!  LOL",neutral
15921,0a026f965f,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky.",dorky.,negative
15922,73aec66fec,Going into liverpool soon,Going into liverpool soon,neutral
15923,c65f015b91,  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,!  Happ,positive
15924,a3e314b68a," and Amanda Peet in A lot Like Love. Loves it.. Classic, really",Loves,positive
15925,6bf1db6443, =o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,I`m insanely jealous.,negative
15926,2e28479b3f,Another Day gone by....  Have to wake up early again tomorrow,Another Day gone by....  Have to wake up early again tomorrow,neutral
15927,c5481543a1,OMJ! J.O.N.A.S. is the best tv show EVER!  ?,OMJ! J.O.N.A.S. is the best tv show EVER!  ?,neutral
15928,ca40c9d798, good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,good tip.,positive
15929,5abf1a0850,_McFly LOL nah ! of course you`ll get the DVD first since you`ve already ordered it. i`ll sign up to Bebo on Tuesday then! lol  ****,_McFly LOL nah ! of course you`ll get the DVD first since you`ve already ordered it. i`ll sign up to Bebo on Tuesday then! lol  ****,neutral
15930,559f0edc66,work soonnnnnn  it`s looking rly dead today...,work soonnnnnn  it`s looking rly dead today...,negative
15931,96b4fb88f4, So what do you do when you wake up? Morning by the way,So what do you do when you wake up? Morning by the way,neutral
15932,a1ccba67cd,Then back to **** school,Then back to **** school,negative
15933,844079d9ce,Internet stopped working right in the middle me quantum leap.  grr,stopped working,negative
15934,d5205d5b96, Thank you for sharing. I appreciate your honesty  I hadn`t tweeted for 30 some odd hours and got a little tweet happy.,Thank you,positive
15935,dd7aa4ffe4,"Oh, ew. That`s too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",literally making my lips burn.,negative
15936,6b0d16fbfe," snitchsneeker photos were cool -but, dang, what`s up with all the comments about your chest hair - that`s just creepy","snitchsneeker photos were cool -but, dang, what`s up with all the comments about your chest hair - that`s just creepy",neutral
15937,56cb717ce8, I was kiddin` with you. Shy is not a word i`d use to describe me,I was kiddin` with you. Shy is not a word i`d use to describe me,neutral
15938,d9b00ccd38,update!  island flowers - large pouch http://tinyurl.com/qnh5oy,update!  island flowers - large pouch,neutral
15939,1b27ddb01a, So are you going to watch Star trek or Wolverine..? I bet you are going to watch both  Right?,So are you going to watch Star trek or Wolverine..? I bet you are going to watch both  Right?,neutral
15940,27ecb41cdd,_R_Roberts I LOOK forward to seeing and sharing,I LOOK forward,positive
15941,4cdcd5eab2, Its been a fun afternoon for me trying though....BBQ`s out now though...feeling a bit sick,Its been a fun afternoon for me trying though....BBQ`s out now though...feeling a bit sick,neutral
15942,4a8184ff0b, Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!,Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!,neutral
15943,ee65c808c9," yeah, it`s tragic  i need a haircut",it`s tragic,negative
15944,05cc89d8ff, someone really needs to make a kit like that avaialble for home use,someone really needs to make a kit like that avaialble for home use,neutral
15945,bb2c9fa543,On the way to my aunty`s,On the way to my aunty`s,neutral
15946,fddb439b2d,michelle is a hot mama with chichis grande,michelle is a hot mama with chichis grande,neutral
15947,765d9d36c4, You don`t reply to none of your fans ... I don`t know what trust,You don`t reply to none of your fans ... I don`t know what trust,negative
15948,fdbaa2382d,  #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,p sounds like fun,positive
15949,27b55eb37c,trent reznor - liddle beotch doesnt get his way. this could be the title,trent reznor - liddle beotch doesnt get his way. this could be the title,neutral
15950,ecf3b06148, Oh we`re friends now? You know you`re so up & down with me.  I retract my last statement thennnnnnnn.,Oh we`re friends now? You know you`re so up & down with me.  I retract my last statement thennnnnnnn.,neutral
15951,e12f1f622e,don`t feel good,don`t feel good,negative
15952,221870d866,_lawrence did you forget something this morning? you nearly ran me over at the bottom of the hill!  its very very warm in the shop! x,forget something this morning?,negative
15953,551632ca2b,"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn`t bother me. Well, not too much.",Monday doesn`t bother me.,positive
15954,72ebcd5315,http://twitpic.com/4wt8a - pretty **** good friday night,good,positive
15955,e15e230da5,wishes he could be with that special someone....,special,positive
15956,a0a44116fd,"Feeling so rough today, just want a cuddle and some sleep","Feeling so rough today,",negative
