,label,text,target,cleaned_text
2411,neutral,"At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 .",0,"10.58 Outokumpu decline 2.74 pct 24.87 eur OMX Helsinki 25 0.55 pct high 2,825.14 OMX Helsinki add 0.64 pct 9,386.89"
2412,neutral,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,0,9:00 EET Alma Media Annual Report 2009 schedule publish calendar week 9
2413,neutral,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",0,end August Sampo Nordea big shareholder 20.6 stake follow state 19.9
2414,neutral,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",0,Solteq service company operate St. Petersburg area include maintenance material management system data collection solution
2415,neutral,Autotank Group is part of Aspo 's Systems Division .,0,Autotank Group Aspo Systems Division
2416,neutral,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,0,Basware einvoice Oy merge parent company present fiscal period
2417,neutral,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",0,application consider hack application classify F Secure riskware
2418,neutral,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",0,FKI John Jiang work general manager senior business consultant position international company China
2419,negative,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,-1,Benefon target lay temporarily permanently 20 Salo plant staff
2420,neutral,"Besides , Pit-Produkt will enter the new segments .",0,Pit Produkt enter new segment
2421,neutral,"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",0,"bid offer include 1,000 share value share correspond EUR4 000"
2422,neutral,CapMan made its initial investment in OneMed in June 2006 .,0,CapMan initial investment OneMed June 2006
2423,neutral,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",0,CapMan say deal effect cash flow 2009 total EUR3 .4 m transaction not affect financial result 2009 execute fair value
2424,neutral,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,0,catalyst segment include refinery catalyst polyolefin catalyst product category
2425,neutral,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",0,Componenta metal sector company international operation production plant locate Finland Netherlands Sweden Turkey
2426,neutral,"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .",0,Comptel Corporation Sami Ervio President CEO distribution NASDAQ OMX Helsinki major medium Comptel Dynamic oss solution enable telecom service provider deliver service flexibly charge effectively
2427,neutral,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",0,consist seven interconnect unit Mega Image logistic center 347 metre length 12 metre height
2428,neutral,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",0,construction work Helsinki Music Centre start autumn total cost project estimate 140 million euro
2429,neutral,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,0,COPYRIGHT AFX News AFX Financial News Logo register trademark AFX News Limited
2430,neutral,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",0,Cramo headquarter Vantaa Finland rent construction machinery equipment rent sell modular space
2431,neutral,Currency conversions are based on exchange rates at the time of the deal .,0,currency conversion base exchange rate time deal
2432,neutral,"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",0,currently Terminator lur produce subcontract facility Mexico manufacturing transfer Rapala factory Shenzhen China
2433,neutral,"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",0,Destia Oy finnish infrastructure construction service company building maintain design traffic route industrial traffic environment complete living environment
2434,neutral,"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",0,Digia set subsidiary Digia Norway Digia USA Inc.
2435,neutral,Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,0,dutch publisher De Vijver say today agree buy 49 stake belgian weekly magazine Humo finnish medium company Sanoma HEL SAA1V
2436,neutral,Each share is entitled to one vote .,0,share entitle vote
2437,neutral,Each year the dividend is deducted from the subscription price .,0,year dividend deduct subscription price
2438,neutral,Earnings per share EPS amounted to EUR0 .01 .,0,earning share EPS amount EUR0 .01
2439,neutral,Earnings per share were EUR -0.04 -0.06 .,0,earning share EUR -0.04 -0.06
2440,neutral,Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,0,Elcoteq global network Market Service site long experience serve Consumer Electronics Systems Solutions customer
2441,neutral,Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,0,Elcoteq SE list Nasdaq OMX Helsinki Ltd.
2442,neutral,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,0,electronic version require 24 48 hour copy customize client digital control custom watermark
2443,neutral,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",0,Elisa Corporation disclose financial statement 2006 Thursday 8 February 2007
2444,neutral,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",0,Empresa de Desarrollo Urbano de Quito INNOVAR UIO Ecuador commission Poyry prepare feasibility study new urban rapid mass transit system
2445,neutral,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",0,Erkki Jarvinen President Rautakirja head Sanoma Trade division leave current task spring 2009 similar position outside Sanoma Group
2446,neutral,"Ethanol would be made from barley , and production could start in 2008 .",0,ethanol barley production could start 2008
2447,neutral,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",0,exel composite BRIEF Exel Composites technology company design manufacture market composite profile tube industrial application
2448,neutral,Exel is headquartered in Mantyharju in Finland .,0,Exel headquarter Mantyharju Finland
2449,neutral,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,0,facade Riga 8 March 2010 finnish construction company YIT Oyj HEL YTY1V say today build frame facade tower construction project Riga
2450,neutral,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,0,Fancy Dans FAB Glasgow gift interior store Fancy Dans move
2451,neutral,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",0,financial statement include consolidated financial statement Group Board Directors Report Auditors Report Corporate Governance Statement
2452,neutral,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",0,FinancialWire tm not press release service receive no compensation news opinion distribution
2453,positive,"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .",1,Finnair expand Finnair plan add flight route Hong Kong India Russia
2454,neutral,Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .,0,Finnish Bank + land launch long term pension saving account beginning June 2010
2455,positive,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,1,finnish food company Raisio Oyj HEL RAIVV say today buy british snack confectionery company Big Bear Group plc enterprise value EUR 95.3 million usd 129.9 m
2456,neutral,Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,0,finnish industrial group Ruukki Group Plc OMX Helsinki RUG1V say Friday 14 November furniture business segment Incap Furniture conclude personnel negotiation start end September
2457,neutral,"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",0,finnish metal component supplier Componenta December 26 2006 apply approval turkish Capital Markets Board launch mandatory offer remain share iron aluminium casting producer Doktas Dokumculuk
2458,neutral,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",0,Finnish Sampo Rosenlew manufacture approximately seven forest machine monthly half machine export
2459,neutral,Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,0,Finnlines ship construction China delivery schedule quarter 2011 final quarter 2012
2460,neutral,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,0,Finnlines announce week 17 2006 measure tackle situation
2461,positive,"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .",1,firm 28 October 2009 finnish lifting equipment maker Konecranes Oyj HEL KCR1V say today acquire Machine Tool Solutions unlimited Cincinnati Ohio undisclosed sum
2462,neutral,"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",0,follow issue new share constitute 10 percent firm capital
2463,neutral,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",0,purpose possible acquisition pkc establish subsidiary Poland
2464,neutral,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",0,"found 1923 Finnair world old airline fly 60 destination fleet 63 aircraft employ 9,500 people"
2465,neutral,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .",0,"GeoSentric acquire extra financing issue maximum 220,000 new share convertible bond subscription right 880,000 share fully subscribe"
2466,neutral,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",0,Glaston share GLA1V list NASDAQ OMX Helsinki Mid Cap List
2467,neutral,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,0,ground notification Tiimari Plc 12/30/2010 issue Capital Convertible Loan allocation decision Board 01/31/2011
2468,positive,Growth is expected to continue in 2008 .,1,growth expect continue 2008
2469,neutral,GyPSii service supports ten different languages including Korean and Russian .,0,gypsii service support different language include korean russian
2470,neutral,He confirmed his view on July 6 .,0,confirm view July 6
2471,neutral,He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,0,member Board numerous com panie shareholder Boardman Ltd board specialist net work
2472,neutral,"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",0,HELSINKI AFX Cargotec say buy 95 pct stake Indital Construction Machinery Ltd Bangalore base company make fork lift truck mobile crane undisclosed sum
2473,neutral,"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",0,HELSINKI AFX Cramo say agree sell Cramo Nederland BV CNL dutch machinery equipment rental unit Jaston Groep undisclosed sum
2474,neutral,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",0,Helsinki base Componenta buy turkish list company Doktas October 2006 89 million euro make large finnish investment Turkey date
2475,neutral,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",0,offering probably not current valuation partly derive deal company merge stock market shell
2476,neutral,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",0,HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.9.2008 13.32 Huhtamaki Capital Markets Day institutional investor analyst hold Espoo September 16 2008 start 13.30 pm finnish time
2477,neutral,"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",0,categorically no Wahlroos quote say paper ask Sampo interest make bid RSA
2478,neutral,"If Honkarakenne starts production there , it will need a partner for sawmill operations .",0,Honkarakenne start production need partner sawmill operation
2479,neutral,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .",0,addition fix term employment contract not extend people leave company pension arrangement
2480,neutral,"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",0,addition exist service counter area reception hall rebuild access provide local rail connection
2481,neutral,"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .",0,addition reduction person pension arrangement company add
2482,neutral,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+Ærvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",0,addition Tulikivi Corporation currently member Board follow company Altia Corporation J+Ærvi Suomen Portti Osuuskunta Osuuskunta KPY profile Vehicles Oy Voimatel Oy
2483,neutral,"In future , the plant will focus on the production of flange profiles for wind farm towers .",0,future plant focus production flange profile wind farm tower
2484,neutral,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,0,return New York base private equity firm receive 51 stake latvian telecom group
2485,neutral,"In the Baltic countries , Atria 's target is organic growth .",0,baltic country Atria target organic growth
2486,neutral,"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",0,Incap Corporation Stock Exchange Announcement 29 April 2010 1 p.m. invitation news conference INCAP INTERIM REPORT Q1 2010 Incap publish interim report January March 2010 Wednesday 5 2010
2487,neutral,"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .",0,India high priority since business link country expand Tornstrom say
2488,neutral,IonPhasE 's second major owner is venture capital firm Aura Capital .,0,IonPhasE second major owner venture capital firm Aura Capital
2489,neutral,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",0,Iso Omena base Matinkyla district southern city Espoo southern Finland
2490,neutral,It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .,0,move 2 spot 2000 merge steel operation Avesta Sheffield form AvestaPolarit
2491,neutral,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",0,"ITG share deal estimate 500,000 euro $ 627,000"
2492,neutral,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",0,customer include local company Slo Oy Kiilto Oy Toptronics Oy Normark Suomi Oy Pellonpaja Oy Mansner Oy
2493,positive,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",1,Ixonos estimate hire 20 specialist mechanical engineering electronic design r&d new unit Jyvaeskylae end 2009
2494,neutral,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",0,Jensen Njastein Mike Critch head Dovre North America business unit report Toivola
2495,neutral,"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",0,Jukka Hienonen current Finnair CEO step down end January 2010
2496,neutral,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",0,Kemira headquarter Helsinki Finland international chemical group comprise business area Kemira Pulp Paper Kemira Water Kemira Specialty Kemira Coatings
2497,neutral,Kemira 's partner in the project is St. Petersburg Water Works .,0,Kemira partner project St. Petersburg Water Works
2498,neutral,Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,0,Kershaw take position immediate effect previous role marketing manager Sankey Home Garden Products
2499,neutral,KONE is listed on the Nordic Exchange in Helsinki .,0,KONE list Nordic Exchange Helsinki
2500,neutral,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",0,l&t operative Finland Sweden Latvia Russia Norway
2501,neutral,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",0,week Nokia announce pursue long term relationship Microsoft Windows Phone 7 operating system foundation Nokia mobile phone
2502,neutral,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,0,Latvia Stockmann shopping mall subsidiary Finland Stockmann Plc
2503,neutral,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",0,LEED internationally recognize green building certification system develop U.S. Green Building Council
2504,neutral,LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,0,LONDON AFX Fortum say agree sell industrial maintenance service operation fund manage CapMan undisclosed sum
2505,neutral,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",0,China Unicom NYSE CHU HKSE 0762 SHSE 600050 second large mobile carrier country
2506,neutral,"Maximum amount of terminations in Finland is 40 employees , the company added .",0,maximum termination Finland 40 employee company add
2507,neutral,Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,0,measure launch immediately finalize quarter 2010
2508,neutral,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",0,Metsa Botnia finance payment dividend repayment capital repurchase share fund derive divestment Uruguay operation share Pohjolan Voima utilise exist financing facility
2509,neutral,Metso 's delivery will include a complete coated board line with related air systems and two winders .,0,Metso delivery include complete coated board line related air system winder
2510,neutral,Mobile data transfer is expected to increase explosively in the LTE era .,0,mobile data transfer expect increase explosively LTE era
2511,neutral,Most of the dividend will go to the Grimaldi family .,0,dividend Grimaldi family
2512,neutral,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",0,mr Bakman see expansion option Tallinn Helisnki link claim operate link single ship not
2513,positive,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",1,M real Corporation Press release 3 November 10:35 M real Corporation second good company material sector include e.g. forest industry company Carbon Disclosure Leadership Index CDLI Nordic Report 2009
2514,neutral,"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '",0,M Real say ` no ground rumor ` circulate market month
2515,neutral,"Nastola , axe 14 jobs 16 February 2010 - Finnish wood products technology firm Raute Oyj HEL : RUTAV said today that it will transfer to Nastola , southern Finland , the production of its Jyvaskyla plant , which will affect 14 people .",0,Nastola axe 14 job 16 February 2010 finnish wood product technology firm raute Oyj hel RUTAV say today transfer Nastola southern Finland production Jyvaskyla plant affect 14 people
2516,neutral,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,0,Neste Shipping likely remain finnish oil sector transport significant emergency supply
2517,neutral,Net investment income,0,net investment income
2518,neutral,"no compensation for its news , opinions or distributions .",0,no compensation news opinion distribution
2519,neutral,No financial details were available .,0,financial detail available
2520,neutral,No financial details were disclosed .,0,financial detail disclose
2521,neutral,No financial details were provided .,0,financial detail provide
2522,neutral,No financial details were reported .,0,financial detail report
2523,neutral,No more waste-burning facilities should be built .,0,waste burn facility build
2524,neutral,"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .",0,price give transaction merge London company work number project include delivery timetable Britain National Express East Coast rail network
2525,neutral,No pricing details were disclosed .,0,pricing detail disclose
2526,neutral,"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .",0,Nokia say expect sell 150 million symbian device year come give indication expect Phone 7 handoff work
2527,neutral,Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,0,Nordea Bank Estonia large financial group nordic country
2528,neutral,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",0,company net sale 38 acquire Finland 21 european country 40 Asia 1
2529,neutral,Officials did not disclose the contract value .,0,official not disclose contract value
2530,neutral,"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",0,Dec. 1 Grimaldi acquire 1.5 million share 50.1 percent stake Finnlines
2531,neutral,"Only L+Ænnen Tehtaat showed a loss , but it has only recently started streamlining measures .",0,L+Ænnen Tehtaat show loss recently start streamline measure
2532,negative,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,-1,operate cash flow investment total EUR 61.3 mn compare EUR 75.3 mn corresponding period 2007
2533,positive,Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,1,Oriola KD expect invoicing 2008 high comparable invoicing 2007
2534,neutral,Otherwise the situation is under control .,0,situation control
2535,neutral,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",0,customer come follow country UK USA Spain France Italy Germany China Hong Kong Sweden Norway Netherlands Austria Belgium Switzerland Czech Republic Finland Canada Russia Ukraine Denmark Ireland South Korea Liechtenstein
2536,neutral,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",0,customer come follow country UK USA Spain France Italy Germany China Sweden Norway Netherlands Austria Belgium Switzerland Czech Republic Serbia Finland Canada Russia Ukraine Portugal Denmark Ireland South Korea Estonia Liechtenstein
2537,neutral,"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",0,depth expertise extend field energy industry urban mobility water environment
2538,neutral,"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for .",0,particular attention pay energy efficiency construction building design meet requirement energy class B LEED certification apply
2539,neutral,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",0,"Paychex 100 office serve approximately 554,000 payroll client nationwide 31 2009"
2540,neutral,Payment of shares shall be effected on subscription .,0,payment share shall effect subscription
2541,neutral,"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",0,PCS Digital Guatemala Tecnomen prepaid system Telgua fix network code division multiple access CDMA global system mobile communication GSM since 2003
2542,neutral,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",0,Poyry global consulting engineering firm focus energy forest industry infrastructure environment sector
2543,neutral,Poyry is a global expert in consulting and engineering .,0,Poyry global expert consulting engineering
2544,neutral,"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",0,POYRY PLC additional information Heikki Malinen President CEO Poyry PLC tel +358 10 33 21307 Poyry global expert consulting engineering
2545,neutral,Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,0,price talk Euribor plus 2 bps area sole lead Citigroup
2546,neutral,"Product deliveries will not be interrupted , the refiner said , giving no financial details .",0,product delivery not interrupt refiner say give no financial detail
2547,neutral,Production is scheduled to start by the end of April 2007 .,0,production schedule start end April 2007
2548,neutral,Protalix has $ 42 million in cash and no sales .,0,Protalix $ 42 million cash no sale
2549,neutral,Public services will also be available .,0,public service available
2550,neutral,"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -_ Copyright of Globes Publisher Itonut 1983 Ltd. 2009",0,publish Globes online Israel business news www.globes-online.com November 16 2009 copyright Globes Publisher Itonut 1983 Ltd. 2009
2551,neutral,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,0,Ramirent Finland domestic unit machinery rental company Ramirent Oyj HEL RMR1V
2552,neutral,Raute is listed on the Nordic exchange in Helsinki .,0,raute list nordic exchange Helsinki
2553,neutral,Registration is required .,0,registration require
2554,neutral,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,0,related link flexiblebaseloadoperation thewartsila32generate set Gasconversions short version press release
2555,neutral,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",0,rosendal outotec.com Eila Paatela Vice President Corporate Communications tel +358 20 529 2004 +358 400 817198 e mail eila
2556,neutral,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,0,Runway Visual Range calculated assessment distance pilot down runway
2557,neutral,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",0,Salcomp charger manufacturing plant India locate Nokia Telecom Park state Tamil Nadu eastern India
2558,neutral,Saunalahti is a part of the Elisa group .,0,saunalahti Elisa group
2559,neutral,"says Brian Burton , Head of IT Security , Vodafone UK .",0,say Brian Burton Head Security Vodafone UK
2560,neutral,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",0,seller Finnish Elcoteq Group large european electronic manufacturing service company
2561,neutral,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,0,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 Helsinki Stock Exchange Solteq Plc hold total 486.969 share include share repurchase 16.12.2010
2562,neutral,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",0,recent technology delivery include refinery technology Anrak Aluminium iron ore pelletize plant Tata Steel iron ore sinter plant Bhushan Steel
2563,neutral,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,0,Sponda Plc Annual General Meeting decide 23 March 2005 establish Shareholders Nomination Committee prepare proposal Annual General Meeting 2006 composition Board Directors remuneration
2564,neutral,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",0,SRV build aqua park wellness area restaurant multifunctional ice arena
2565,neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",0,SSH Communications Security Corporation headquarter Helsinki Finland
2566,neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",0,SSH Communications Security Corporation headquarter Helsinki Finland
2567,neutral,SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,0,SSH Establishes New Global Sales Marketing Group lead George Adams Adams Establishes Global Sales Marketing Group drive Worldwide Programs support SSH Tectia Enterprise Security Solutions
2568,neutral,Status : Agreed,0,status agree
2569,neutral,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",0,steek set 2002 base Bordeaux southwestern France
2570,neutral,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",0,STOCKMANN plc COMPANY ANNOUNCEMENT February 20 2007 13.40 annual summary Stockmann stock exchange financial press release 2006 available company website address www.stockmann.com
2571,neutral,"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",0,Stora Enso global paper packaging wood product company Neste Oil finnish company engage refining marketing oil inaugurate demonstration plant Varkaus Finland biomass liquid production utilize forestry residue
2572,neutral,STUK today is a full service house expert in radiation and nuclear safety issues .,0,stuk today service house expert radiation nuclear safety issue
